contract name,last traded,strike,last,bid,ask,change,chang%,Volume,Open Int.,Implied Vol,expiry
AAPL190510C00175000-33,5/4/19 1:00,175,36.25,36.7,37.25,-1.5,-3.97351,0,50,0.730471445,5/10/19
AAPL190510C00175000-34,5/4/19 1:00,175,36.25,36.7,37.25,-1.5,-3.97351,0,50,0.730471445,5/10/19
AAPL190510C00175000-35,5/4/19 1:00,175,36.25,36.7,37.25,-1.5,-3.97351,0,50,0.730471445,5/10/19
AAPL190510C00175000-36,5/4/19 1:00,175,36.25,36.7,37.25,-1.5,-3.97351,0,50,0.730471445,5/10/19
AAPL190510C00175000-37,5/4/19 1:00,175,36.25,36.7,37.25,-1.5,-3.97351,0,50,0.730471445,5/10/19
AAPL190510C00175000-38,5/4/19 1:00,175,36.25,36.7,37.25,-1.5,-3.97351,0,50,0.730471445,5/10/19
AAPL190510C00175000-39,5/4/19 1:00,175,36.25,36.7,37.25,-1.5,-3.97351,0,50,0.730471445,5/10/19
AAPL190510C00175000-40,5/4/19 1:00,175,36.25,36.7,37.25,-1.5,-3.97351,0,50,0.730471445,5/10/19
AAPL190510C00175000-41,5/4/19 1:00,175,36.25,36.7,37.25,-1.5,-3.97351,0,50,0.730471445,5/10/19
AAPL190510C00175000-42,5/4/19 1:00,175,36.25,36.7,37.25,-1.5,-3.97351,0,50,0.730471445,5/10/19
AAPL190510C00175000-43,5/4/19 1:00,175,36.25,36.7,37.25,-1.5,-3.97351,0,50,0.730471445,5/10/19
AAPL190510C00175000-44,5/4/19 1:00,175,36.25,36.7,37.25,-1.5,-3.97351,0,50,0.730471445,5/10/19
AAPL190510C00175000-45,5/4/19 1:00,175,36.25,36.7,37.25,-1.5,-3.97351,0,50,0.730471445,5/10/19
AAPL190510C00177500,5/3/19 21:15,177.5,33.18,33.55,35,-2.1599998,-6.112054,0,86,0.503911211,5/10/19
AAPL190510C00177500-1,5/3/19 21:15,177.5,33.18,33.55,35,-2.1599998,-6.112054,0,86,0.503911211,5/10/19
AAPL190510C00177500-2,5/3/19 21:15,177.5,33.18,33.55,35,-2.1599998,-6.112054,0,86,0.503911211,5/10/19
AAPL190510C00177500-3,5/3/19 21:15,177.5,33.18,33.55,35,-2.1599998,-6.112054,0,86,0.503911211,5/10/19
AAPL190510C00177500-4,5/3/19 21:15,177.5,33.18,33.55,35,-2.1599998,-6.112054,0,86,0.503911211,5/10/19
AAPL190510C00177500-5,5/3/19 21:15,177.5,33.18,33.55,35,-2.1599998,-6.112054,0,86,0.503911211,5/10/19
AAPL190510C00177500-6,5/3/19 21:15,177.5,33.18,33.55,35,-2.1599998,-6.112054,0,86,0.503911211,5/10/19
AAPL190510C00177500-7,5/3/19 21:15,177.5,33.18,33.55,35,-2.1599998,-6.112054,0,86,0.503911211,5/10/19
AAPL190510C00177500-8,5/3/19 21:15,177.5,33.18,33.55,35,-2.1599998,-6.112054,0,86,0.503911211,5/10/19
AAPL190510C00177500-9,5/3/19 21:15,177.5,33.18,33.55,35,-2.1599998,-6.112054,0,86,0.503911211,5/10/19
AAPL190510C00177500-10,5/3/19 21:15,177.5,33.18,33.55,35,-2.1599998,-6.112054,0,86,0.503911211,5/10/19
AAPL190510C00177500-11,5/3/19 21:15,177.5,33.18,33.55,35,-2.1599998,-6.112054,0,86,0.503911211,5/10/19
AAPL190510C00177500-12,5/3/19 21:15,177.5,33.18,33.55,35,-2.1599998,-6.112054,0,86,0.503911211,5/10/19
AAPL190510C00177500-13,5/3/19 21:15,177.5,33.18,33.55,35,-2.1599998,-6.112054,0,86,0.503911211,5/10/19
AAPL190510C00177500-14,5/3/19 21:15,177.5,33.18,33.55,35,-2.1599998,-6.112054,0,86,0.503911211,5/10/19
AAPL190510C00177500-15,5/3/19 21:15,177.5,33.18,33.55,35,-2.1599998,-6.112054,0,86,0.503911211,5/10/19
AAPL190510C00177500-16,5/3/19 21:15,177.5,33.18,33.55,35,-2.1599998,-6.112054,0,86,0.503911211,5/10/19
AAPL190510C00177500-17,5/3/19 21:15,177.5,33.18,33.55,35,-2.1599998,-6.112054,0,86,0.503911211,5/10/19
AAPL190510C00177500-18,5/3/19 21:15,177.5,33.18,33.55,35,-2.1599998,-6.112054,0,86,0.503911211,5/10/19
AAPL190510C00177500-19,5/3/19 21:15,177.5,33.18,33.55,35,-2.1599998,-6.112054,0,86,0.503911211,5/10/19
AAPL190510C00177500-20,5/3/19 21:15,177.5,33.18,33.55,35,-2.1599998,-6.112054,0,86,0.503911211,5/10/19
AAPL190510C00177500-21,5/3/19 21:15,177.5,33.18,33.55,35,-2.1599998,-6.112054,0,86,0.503911211,5/10/19
AAPL190510C00177500-22,5/3/19 21:15,177.5,33.18,33.55,35,-2.1599998,-6.112054,0,86,0.503911211,5/10/19
AAPL190510C00177500-23,5/3/19 21:15,177.5,33.18,33.55,35,-2.1599998,-6.112054,0,86,0.503911211,5/10/19
AAPL190510C00177500-24,5/3/19 21:15,177.5,33.18,33.55,35,-2.1599998,-6.112054,0,86,0.503911211,5/10/19
AAPL190510C00177500-25,5/3/19 21:15,177.5,33.18,33.55,35,-2.1599998,-6.112054,0,86,0.503911211,5/10/19
AAPL190510C00177500-26,5/3/19 21:15,177.5,33.18,33.55,35,-2.1599998,-6.112054,0,86,0.503911211,5/10/19
AAPL190510C00177500-27,5/3/19 21:15,177.5,33.18,33.55,35,-2.1599998,-6.112054,0,86,0.503911211,5/10/19
AAPL190510C00177500-28,5/3/19 21:15,177.5,33.18,33.55,35,-2.1599998,-6.112054,0,86,0.503911211,5/10/19
AAPL190510C00177500-29,5/3/19 21:15,177.5,33.18,33.55,35,-2.1599998,-6.112054,0,86,0.503911211,5/10/19
AAPL190510C00177500-30,5/3/19 21:15,177.5,33.18,33.55,35,-2.1599998,-6.112054,0,86,0.503911211,5/10/19
AAPL190510C00177500-31,5/3/19 21:15,177.5,33.18,33.55,35,-2.1599998,-6.112054,0,86,0.503911211,5/10/19
AAPL190510C00177500-32,5/3/19 21:15,177.5,33.18,33.55,35,-2.1599998,-6.112054,0,86,0.503911211,5/10/19
AAPL190510C00177500-33,5/3/19 21:15,177.5,33.18,33.55,35,-2.1599998,-6.112054,0,86,0.503911211,5/10/19
AAPL190510C00177500-34,5/3/19 21:15,177.5,33.18,33.55,35,-2.1599998,-6.112054,0,86,0.503911211,5/10/19
AAPL190510C00177500-35,5/3/19 21:15,177.5,33.18,33.55,35,-2.1599998,-6.112054,0,86,0.503911211,5/10/19
AAPL190510C00177500-36,5/3/19 21:15,177.5,33.18,33.55,35,-2.1599998,-6.112054,0,86,0.503911211,5/10/19
AAPL190510C00177500-37,5/3/19 21:15,177.5,33.18,33.55,35,-2.1599998,-6.112054,0,86,0.503911211,5/10/19
AAPL190510C00177500-38,5/3/19 21:15,177.5,33.18,33.55,35,-2.1599998,-6.112054,0,86,0.503911211,5/10/19
AAPL190510C00177500-39,5/3/19 21:15,177.5,33.18,33.55,35,-2.1599998,-6.112054,0,86,0.503911211,5/10/19
AAPL190510C00177500-40,5/3/19 21:15,177.5,33.18,33.55,35,-2.1599998,-6.112054,0,86,0.503911211,5/10/19
AAPL190510C00177500-41,5/3/19 21:15,177.5,33.18,33.55,35,-2.1599998,-6.112054,0,86,0.503911211,5/10/19
AAPL190510C00177500-42,5/3/19 21:15,177.5,33.18,33.55,35,-2.1599998,-6.112054,0,86,0.503911211,5/10/19
AAPL190510C00177500-43,5/3/19 21:15,177.5,33.18,33.55,35,-2.1599998,-6.112054,0,86,0.503911211,5/10/19
AAPL190510C00177500-44,5/3/19 21:15,177.5,33.18,33.55,35,-2.1599998,-6.112054,0,86,0.503911211,5/10/19
AAPL190510C00177500-45,5/3/19 21:15,177.5,33.18,33.55,35,-2.1599998,-6.112054,0,86,0.503911211,5/10/19
AAPL190510C00180000,5/4/19 1:10,180,31.6,31.7,32.2,2.1000004,7.118645,0,95,0.625980303,5/10/19
AAPL190510C00180000-1,5/4/19 1:10,180,31.6,31.7,32.2,2.1000004,7.118645,0,95,0.625980303,5/10/19
AAPL190510C00180000-2,5/4/19 1:10,180,31.6,31.7,32.2,2.1000004,7.118645,0,95,0.625980303,5/10/19
AAPL190510C00180000-3,5/4/19 1:10,180,31.6,31.7,32.2,2.1000004,7.118645,0,95,0.625980303,5/10/19
AAPL190510C00180000-4,5/4/19 1:10,180,31.6,31.7,32.2,2.1000004,7.118645,0,95,0.625980303,5/10/19
AAPL190510C00180000-5,5/4/19 1:10,180,31.6,31.7,32.2,2.1000004,7.118645,0,95,0.625980303,5/10/19
AAPL190510C00180000-6,5/4/19 1:10,180,31.6,31.7,32.2,2.1000004,7.118645,0,95,0.625980303,5/10/19
AAPL190510C00180000-7,5/4/19 1:10,180,31.6,31.7,32.2,2.1000004,7.118645,0,95,0.625980303,5/10/19
AAPL190510C00180000-8,5/4/19 1:10,180,31.6,31.7,32.2,2.1000004,7.118645,0,95,0.625980303,5/10/19
AAPL190510C00180000-9,5/4/19 1:10,180,31.6,31.7,32.2,2.1000004,7.118645,0,95,0.625980303,5/10/19
AAPL190510C00180000-10,5/4/19 1:10,180,31.6,31.7,32.2,2.1000004,7.118645,0,95,0.625980303,5/10/19
AAPL190510C00180000-11,5/4/19 1:10,180,31.6,31.7,32.2,2.1000004,7.118645,0,95,0.625980303,5/10/19
AAPL190510C00180000-12,5/4/19 1:10,180,31.6,31.7,32.2,2.1000004,7.118645,0,95,0.625980303,5/10/19
AAPL190510C00180000-13,5/4/19 1:10,180,31.6,31.7,32.2,2.1000004,7.118645,0,95,0.625980303,5/10/19
AAPL190510C00180000-14,5/4/19 1:10,180,31.6,31.7,32.2,2.1000004,7.118645,0,95,0.625980303,5/10/19
AAPL190510C00180000-15,5/4/19 1:10,180,31.6,31.7,32.2,2.1000004,7.118645,0,95,0.625980303,5/10/19
AAPL190510C00180000-16,5/4/19 1:10,180,31.6,31.7,32.2,2.1000004,7.118645,0,95,0.625980303,5/10/19
AAPL190510C00180000-17,5/4/19 1:10,180,31.6,31.7,32.2,2.1000004,7.118645,0,95,0.625980303,5/10/19
AAPL190510C00180000-18,5/4/19 1:10,180,31.6,31.7,32.2,2.1000004,7.118645,0,95,0.625980303,5/10/19
AAPL190510C00180000-19,5/4/19 1:10,180,31.6,31.7,32.2,2.1000004,7.118645,0,95,0.625980303,5/10/19
AAPL190510C00180000-20,5/4/19 1:10,180,31.6,31.7,32.2,2.1000004,7.118645,0,95,0.625980303,5/10/19
AAPL190510C00180000-21,5/4/19 1:10,180,31.6,31.7,32.2,2.1000004,7.118645,0,95,0.625980303,5/10/19
AAPL190510C00180000-22,5/4/19 1:10,180,31.6,31.7,32.2,2.1000004,7.118645,0,95,0.625980303,5/10/19
AAPL190510C00180000-23,5/4/19 1:10,180,31.6,31.7,32.2,2.1000004,7.118645,0,95,0.625980303,5/10/19
AAPL190510C00180000-24,5/4/19 1:10,180,31.6,31.7,32.2,2.1000004,7.118645,0,95,0.625980303,5/10/19
AAPL190510C00180000-25,5/4/19 1:10,180,31.6,31.7,32.2,2.1000004,7.118645,0,95,0.625980303,5/10/19
AAPL190510C00180000-26,5/4/19 1:10,180,31.6,31.7,32.2,2.1000004,7.118645,0,95,0.625980303,5/10/19
AAPL190510C00180000-27,5/4/19 1:10,180,31.6,31.7,32.2,2.1000004,7.118645,0,95,0.625980303,5/10/19
AAPL190510C00180000-28,5/4/19 1:10,180,31.6,31.7,32.2,2.1000004,7.118645,0,95,0.625980303,5/10/19
AAPL190510C00180000-29,5/4/19 1:10,180,31.6,31.7,32.2,2.1000004,7.118645,0,95,0.625980303,5/10/19
AAPL190510C00180000-30,5/4/19 1:10,180,31.6,31.7,32.2,2.1000004,7.118645,0,95,0.625980303,5/10/19
AAPL190510C00180000-31,5/4/19 1:10,180,31.6,31.7,32.2,2.1000004,7.118645,0,95,0.625980303,5/10/19
AAPL190510C00180000-32,5/4/19 1:10,180,31.6,31.7,32.2,2.1000004,7.118645,0,95,0.625980303,5/10/19
AAPL190510C00180000-33,5/4/19 1:10,180,31.6,31.7,32.2,2.1000004,7.118645,0,95,0.625980303,5/10/19
AAPL190510C00180000-34,5/4/19 1:10,180,31.6,31.7,32.2,2.1000004,7.118645,0,95,0.625980303,5/10/19
AAPL190510C00180000-35,5/4/19 1:10,180,31.6,31.7,32.2,2.1000004,7.118645,0,95,0.625980303,5/10/19
AAPL190510C00180000-36,5/4/19 1:10,180,31.6,31.7,32.2,2.1000004,7.118645,0,95,0.625980303,5/10/19
AAPL190510C00180000-37,5/4/19 1:10,180,31.6,31.7,32.2,2.1000004,7.118645,0,95,0.625980303,5/10/19
AAPL190510C00180000-38,5/4/19 1:10,180,31.6,31.7,32.2,2.1000004,7.118645,0,95,0.625980303,5/10/19
AAPL190510C00180000-39,5/4/19 1:10,180,31.6,31.7,32.2,2.1000004,7.118645,0,95,0.625980303,5/10/19
AAPL190510C00180000-40,5/4/19 1:10,180,31.6,31.7,32.2,2.1000004,7.118645,0,95,0.625980303,5/10/19
AAPL190510C00180000-41,5/4/19 1:10,180,31.6,31.7,32.2,2.1000004,7.118645,0,95,0.625980303,5/10/19
AAPL190510C00180000-42,5/4/19 1:10,180,31.6,31.7,32.2,2.1000004,7.118645,0,95,0.625980303,5/10/19
AAPL190510C00180000-43,5/4/19 1:10,180,31.6,31.7,32.2,2.1000004,7.118645,0,95,0.625980303,5/10/19
AAPL190510C00180000-44,5/4/19 1:10,180,31.6,31.7,32.2,2.1000004,7.118645,0,95,0.625980303,5/10/19
AAPL190510C00180000-45,5/4/19 1:10,180,31.6,31.7,32.2,2.1000004,7.118645,0,95,0.625980303,5/10/19
AAPL190510C00182500,5/4/19 1:22,182.5,29.2,29.2,29.5,2.8200016,10.689923,0,121,0.519536055,5/10/19
AAPL190510C00182500-1,5/4/19 1:22,182.5,29.2,29.2,29.5,2.8200016,10.689923,0,121,0.519536055,5/10/19
AAPL190510C00182500-2,5/4/19 1:22,182.5,29.2,29.2,29.5,2.8200016,10.689923,0,121,0.519536055,5/10/19
AAPL190510C00182500-3,5/4/19 1:22,182.5,29.2,29.2,29.5,2.8200016,10.689923,0,121,0.519536055,5/10/19
AAPL190510C00182500-4,5/4/19 1:22,182.5,29.2,29.2,29.5,2.8200016,10.689923,0,121,0.519536055,5/10/19
AAPL190510C00182500-5,5/4/19 1:22,182.5,29.2,29.2,29.5,2.8200016,10.689923,0,121,0.519536055,5/10/19
AAPL190510C00182500-6,5/4/19 1:22,182.5,29.2,29.2,29.5,2.8200016,10.689923,0,121,0.519536055,5/10/19
AAPL190510C00182500-7,5/4/19 1:22,182.5,29.2,29.2,29.5,2.8200016,10.689923,0,121,0.519536055,5/10/19
AAPL190510C00182500-8,5/4/19 1:22,182.5,29.2,29.2,29.5,2.8200016,10.689923,0,121,0.519536055,5/10/19
AAPL190510C00182500-9,5/4/19 1:22,182.5,29.2,29.2,29.5,2.8200016,10.689923,0,121,0.519536055,5/10/19
AAPL190510C00182500-10,5/4/19 1:22,182.5,29.2,29.2,29.5,2.8200016,10.689923,0,121,0.519536055,5/10/19
AAPL190510C00182500-11,5/4/19 1:22,182.5,29.2,29.2,29.5,2.8200016,10.689923,0,121,0.519536055,5/10/19
AAPL190510C00182500-12,5/4/19 1:22,182.5,29.2,29.2,29.5,2.8200016,10.689923,0,121,0.519536055,5/10/19
AAPL190510C00182500-13,5/4/19 1:22,182.5,29.2,29.2,29.5,2.8200016,10.689923,0,121,0.519536055,5/10/19
AAPL190510C00182500-14,5/4/19 1:22,182.5,29.2,29.2,29.5,2.8200016,10.689923,0,121,0.519536055,5/10/19
AAPL190510C00182500-15,5/4/19 1:22,182.5,29.2,29.2,29.5,2.8200016,10.689923,0,121,0.519536055,5/10/19
AAPL190510C00182500-16,5/4/19 1:22,182.5,29.2,29.2,29.5,2.8200016,10.689923,0,121,0.519536055,5/10/19
AAPL190510C00182500-17,5/4/19 1:22,182.5,29.2,29.2,29.5,2.8200016,10.689923,0,121,0.519536055,5/10/19
AAPL190510C00182500-18,5/4/19 1:22,182.5,29.2,29.2,29.5,2.8200016,10.689923,0,121,0.519536055,5/10/19
AAPL190510C00182500-19,5/4/19 1:22,182.5,29.2,29.2,29.5,2.8200016,10.689923,0,121,0.519536055,5/10/19
AAPL190510C00182500-20,5/4/19 1:22,182.5,29.2,29.2,29.5,2.8200016,10.689923,0,121,0.519536055,5/10/19
AAPL190510C00182500-21,5/4/19 1:22,182.5,29.2,29.2,29.5,2.8200016,10.689923,0,121,0.519536055,5/10/19
AAPL190510C00182500-22,5/4/19 1:22,182.5,29.2,29.2,29.5,2.8200016,10.689923,0,121,0.519536055,5/10/19
AAPL190510C00182500-23,5/4/19 1:22,182.5,29.2,29.2,29.5,2.8200016,10.689923,0,121,0.519536055,5/10/19
AAPL190510C00182500-24,5/4/19 1:22,182.5,29.2,29.2,29.5,2.8200016,10.689923,0,121,0.519536055,5/10/19
AAPL190510C00182500-25,5/4/19 1:22,182.5,29.2,29.2,29.5,2.8200016,10.689923,0,121,0.519536055,5/10/19
AAPL190510C00182500-26,5/4/19 1:22,182.5,29.2,29.2,29.5,2.8200016,10.689923,0,121,0.519536055,5/10/19
AAPL190510C00182500-27,5/4/19 1:22,182.5,29.2,29.2,29.5,2.8200016,10.689923,0,121,0.519536055,5/10/19
AAPL190510C00182500-28,5/4/19 1:22,182.5,29.2,29.2,29.5,2.8200016,10.689923,0,121,0.519536055,5/10/19
AAPL190510C00182500-29,5/4/19 1:22,182.5,29.2,29.2,29.5,2.8200016,10.689923,0,121,0.519536055,5/10/19
AAPL190510C00182500-30,5/4/19 1:22,182.5,29.2,29.2,29.5,2.8200016,10.689923,0,121,0.519536055,5/10/19
AAPL190510C00182500-31,5/4/19 1:22,182.5,29.2,29.2,29.5,2.8200016,10.689923,0,121,0.519536055,5/10/19
AAPL190510C00182500-32,5/4/19 1:22,182.5,29.2,29.2,29.5,2.8200016,10.689923,0,121,0.519536055,5/10/19
AAPL190510C00182500-33,5/4/19 1:22,182.5,29.2,29.2,29.5,2.8200016,10.689923,0,121,0.519536055,5/10/19
AAPL190510C00182500-34,5/4/19 1:22,182.5,29.2,29.2,29.5,2.8200016,10.689923,0,121,0.519536055,5/10/19
AAPL190510C00182500-35,5/4/19 1:22,182.5,29.2,29.2,29.5,2.8200016,10.689923,0,121,0.519536055,5/10/19
AAPL190510C00182500-36,5/4/19 1:22,182.5,29.2,29.2,29.5,2.8200016,10.689923,0,121,0.519536055,5/10/19
AAPL190510C00182500-37,5/4/19 1:22,182.5,29.2,29.2,29.5,2.8200016,10.689923,0,121,0.519536055,5/10/19
AAPL190510C00182500-38,5/4/19 1:22,182.5,29.2,29.2,29.5,2.8200016,10.689923,0,121,0.519536055,5/10/19
AAPL190510C00182500-39,5/4/19 1:22,182.5,29.2,29.2,29.5,2.8200016,10.689923,0,121,0.519536055,5/10/19
AAPL190510C00182500-40,5/4/19 1:22,182.5,29.2,29.2,29.5,2.8200016,10.689923,0,121,0.519536055,5/10/19
AAPL190510C00182500-41,5/4/19 1:22,182.5,29.2,29.2,29.5,2.8200016,10.689923,0,121,0.519536055,5/10/19
AAPL190510C00182500-42,5/4/19 1:22,182.5,29.2,29.2,29.5,2.8200016,10.689923,0,121,0.519536055,5/10/19
AAPL190510C00182500-43,5/4/19 1:22,182.5,29.2,29.2,29.5,2.8200016,10.689923,0,121,0.519536055,5/10/19
AAPL190510C00182500-44,5/4/19 1:22,182.5,29.2,29.2,29.5,2.8200016,10.689923,0,121,0.519536055,5/10/19
AAPL190510C00182500-45,5/4/19 1:22,182.5,29.2,29.2,29.5,2.8200016,10.689923,0,121,0.519536055,5/10/19
AAPL190510C00185000,5/3/19 21:09,185,26.04,26.7,27,1.2900009,5.212125,0,278,0.558598164,5/10/19
AAPL190510C00185000-1,5/3/19 21:09,185,26.04,26.7,27,1.2900009,5.212125,0,278,0.558598164,5/10/19
AAPL190510C00185000-2,5/3/19 21:09,185,26.04,26.7,27,1.2900009,5.212125,0,278,0.558598164,5/10/19
AAPL190510C00185000-3,5/3/19 21:09,185,26.04,26.7,27,1.2900009,5.212125,0,278,0.558598164,5/10/19
AAPL190510C00185000-4,5/3/19 21:09,185,26.04,26.7,27,1.2900009,5.212125,0,278,0.558598164,5/10/19
AAPL190510C00185000-5,5/3/19 21:09,185,26.04,26.7,27,1.2900009,5.212125,0,278,0.558598164,5/10/19
AAPL190510C00185000-6,5/3/19 21:09,185,26.04,26.7,27,1.2900009,5.212125,0,278,0.558598164,5/10/19
AAPL190510C00185000-7,5/3/19 21:09,185,26.04,26.7,27,1.2900009,5.212125,0,278,0.558598164,5/10/19
AAPL190510C00185000-8,5/3/19 21:09,185,26.04,26.7,27,1.2900009,5.212125,0,278,0.558598164,5/10/19
AAPL190510C00185000-9,5/3/19 21:09,185,26.04,26.7,27,1.2900009,5.212125,0,278,0.558598164,5/10/19
AAPL190510C00185000-10,5/3/19 21:09,185,26.04,26.7,27,1.2900009,5.212125,0,278,0.558598164,5/10/19
AAPL190510C00185000-11,5/3/19 21:09,185,26.04,26.7,27,1.2900009,5.212125,0,278,0.558598164,5/10/19
AAPL190510C00185000-12,5/3/19 21:09,185,26.04,26.7,27,1.2900009,5.212125,0,278,0.558598164,5/10/19
AAPL190510C00185000-13,5/3/19 21:09,185,26.04,26.7,27,1.2900009,5.212125,0,278,0.558598164,5/10/19
AAPL190510C00185000-14,5/3/19 21:09,185,26.04,26.7,27,1.2900009,5.212125,0,278,0.558598164,5/10/19
AAPL190510C00185000-15,5/3/19 21:09,185,26.04,26.7,27,1.2900009,5.212125,0,278,0.558598164,5/10/19
AAPL190510C00185000-16,5/3/19 21:09,185,26.04,26.7,27,1.2900009,5.212125,0,278,0.558598164,5/10/19
AAPL190510C00185000-17,5/3/19 21:09,185,26.04,26.7,27,1.2900009,5.212125,0,278,0.558598164,5/10/19
AAPL190510C00185000-18,5/3/19 21:09,185,26.04,26.7,27,1.2900009,5.212125,0,278,0.558598164,5/10/19
AAPL190510C00185000-19,5/3/19 21:09,185,26.04,26.7,27,1.2900009,5.212125,0,278,0.558598164,5/10/19
AAPL190510C00185000-20,5/3/19 21:09,185,26.04,26.7,27,1.2900009,5.212125,0,278,0.558598164,5/10/19
AAPL190510C00185000-21,5/3/19 21:09,185,26.04,26.7,27,1.2900009,5.212125,0,278,0.558598164,5/10/19
AAPL190510C00185000-22,5/3/19 21:09,185,26.04,26.7,27,1.2900009,5.212125,0,278,0.558598164,5/10/19
AAPL190510C00185000-23,5/3/19 21:09,185,26.04,26.7,27,1.2900009,5.212125,0,278,0.558598164,5/10/19
AAPL190510C00185000-24,5/3/19 21:09,185,26.04,26.7,27,1.2900009,5.212125,0,278,0.558598164,5/10/19
AAPL190510C00185000-25,5/3/19 21:09,185,26.04,26.7,27,1.2900009,5.212125,0,278,0.558598164,5/10/19
AAPL190510C00185000-26,5/3/19 21:09,185,26.04,26.7,27,1.2900009,5.212125,0,278,0.558598164,5/10/19
AAPL190510C00185000-27,5/3/19 21:09,185,26.04,26.7,27,1.2900009,5.212125,0,278,0.558598164,5/10/19
AAPL190510C00185000-28,5/3/19 21:09,185,26.04,26.7,27,1.2900009,5.212125,0,278,0.558598164,5/10/19
AAPL190510C00185000-29,5/3/19 21:09,185,26.04,26.7,27,1.2900009,5.212125,0,278,0.558598164,5/10/19
AAPL190510C00185000-30,5/3/19 21:09,185,26.04,26.7,27,1.2900009,5.212125,0,278,0.558598164,5/10/19
AAPL190510C00185000-31,5/3/19 21:09,185,26.04,26.7,27,1.2900009,5.212125,0,278,0.558598164,5/10/19
AAPL190510C00185000-32,5/3/19 21:09,185,26.04,26.7,27,1.2900009,5.212125,0,278,0.558598164,5/10/19
AAPL190510C00185000-33,5/3/19 21:09,185,26.04,26.7,27,1.2900009,5.212125,0,278,0.558598164,5/10/19
AAPL190510C00185000-34,5/3/19 21:09,185,26.04,26.7,27,1.2900009,5.212125,0,278,0.558598164,5/10/19
AAPL190510C00185000-35,5/3/19 21:09,185,26.04,26.7,27,1.2900009,5.212125,0,278,0.558598164,5/10/19
AAPL190510C00185000-36,5/3/19 21:09,185,26.04,26.7,27,1.2900009,5.212125,0,278,0.558598164,5/10/19
AAPL190510C00185000-37,5/3/19 21:09,185,26.04,26.7,27,1.2900009,5.212125,0,278,0.558598164,5/10/19
AAPL190510C00185000-38,5/3/19 21:09,185,26.04,26.7,27,1.2900009,5.212125,0,278,0.558598164,5/10/19
AAPL190510C00185000-39,5/3/19 21:09,185,26.04,26.7,27,1.2900009,5.212125,0,278,0.558598164,5/10/19
AAPL190510C00185000-40,5/3/19 21:09,185,26.04,26.7,27,1.2900009,5.212125,0,278,0.558598164,5/10/19
AAPL190510C00185000-41,5/3/19 21:09,185,26.04,26.7,27,1.2900009,5.212125,0,278,0.558598164,5/10/19
AAPL190510C00185000-42,5/3/19 21:09,185,26.04,26.7,27,1.2900009,5.212125,0,278,0.558598164,5/10/19
AAPL190510C00185000-43,5/3/19 21:09,185,26.04,26.7,27,1.2900009,5.212125,0,278,0.558598164,5/10/19
AAPL190510C00185000-44,5/3/19 21:09,185,26.04,26.7,27,1.2900009,5.212125,0,278,0.558598164,5/10/19
AAPL190510C00185000-45,5/3/19 21:09,185,26.04,26.7,27,1.2900009,5.212125,0,278,0.558598164,5/10/19
AAPL190510C00187500,5/3/19 21:47,187.5,23.94,24.15,24.55,1.4400005,6.4000025,0,324,0.531254688,5/10/19
AAPL190510C00187500-1,5/3/19 21:47,187.5,23.94,24.15,24.55,1.4400005,6.4000025,0,324,0.531254688,5/10/19
AAPL190510C00187500-2,5/3/19 21:47,187.5,23.94,24.15,24.55,1.4400005,6.4000025,0,324,0.531254688,5/10/19
AAPL190510C00187500-3,5/3/19 21:47,187.5,23.94,24.15,24.55,1.4400005,6.4000025,0,324,0.531254688,5/10/19
AAPL190510C00187500-4,5/3/19 21:47,187.5,23.94,24.15,24.55,1.4400005,6.4000025,0,324,0.531254688,5/10/19
AAPL190510C00187500-5,5/3/19 21:47,187.5,23.94,24.15,24.55,1.4400005,6.4000025,0,324,0.531254688,5/10/19
AAPL190510C00187500-6,5/3/19 21:47,187.5,23.94,24.15,24.55,1.4400005,6.4000025,0,324,0.531254688,5/10/19
AAPL190510C00187500-7,5/3/19 21:47,187.5,23.94,24.15,24.55,1.4400005,6.4000025,0,324,0.531254688,5/10/19
AAPL190510C00187500-8,5/3/19 21:47,187.5,23.94,24.15,24.55,1.4400005,6.4000025,0,324,0.531254688,5/10/19
AAPL190510C00187500-9,5/3/19 21:47,187.5,23.94,24.15,24.55,1.4400005,6.4000025,0,324,0.531254688,5/10/19
AAPL190510C00187500-10,5/3/19 21:47,187.5,23.94,24.15,24.55,1.4400005,6.4000025,0,324,0.531254688,5/10/19
AAPL190510C00187500-11,5/3/19 21:47,187.5,23.94,24.15,24.55,1.4400005,6.4000025,0,324,0.531254688,5/10/19
AAPL190510C00187500-12,5/3/19 21:47,187.5,23.94,24.15,24.55,1.4400005,6.4000025,0,324,0.531254688,5/10/19
AAPL190510C00187500-13,5/3/19 21:47,187.5,23.94,24.15,24.55,1.4400005,6.4000025,0,324,0.531254688,5/10/19
AAPL190510C00187500-14,5/3/19 21:47,187.5,23.94,24.15,24.55,1.4400005,6.4000025,0,324,0.531254688,5/10/19
AAPL190510C00187500-15,5/3/19 21:47,187.5,23.94,24.15,24.55,1.4400005,6.4000025,0,324,0.531254688,5/10/19
AAPL190510C00187500-16,5/3/19 21:47,187.5,23.94,24.15,24.55,1.4400005,6.4000025,0,324,0.531254688,5/10/19
AAPL190510C00187500-17,5/3/19 21:47,187.5,23.94,24.15,24.55,1.4400005,6.4000025,0,324,0.531254688,5/10/19
